CODGEO;LIBGEO;MED14
02476;Mennevret;16804,0
02477;Mercin-et-Vaux;21894,8
02478;Merlieux-et-Fouquerolles;20235,3
02479;Merval;
02480;Mesbrecourt-Richecourt;20037,3
02481;Mesnil-Saint-Laurent;26874,3
02482;Meurival;
02483;Mézières-sur-Oise;20733,9
02484;Mézy-Moulins;19939,6
02485;Missy-aux-Bois;
02486;Missy-lès-Pierrepont;17282,7
02487;Missy-sur-Aisne;22366,7
02488;Molain;19730,4
02489;Molinchart;22060,7
02490;Monampteuil;24878,7
02491;Monceau-le-Neuf-et-Faucouzy;17907,7
02492;Monceau-lès-Leups;19751,2
02493;Monceau-le-Waast;20248,7
02494;Monceau-sur-Oise;19824,0
02495;Mondrepuis;18777,2
02496;Monnes;20766,0
02497;Mons-en-Laonnois;21126,7
02498;Montaigu;19221,6
02499;Montbavin;
02500;Montbrehain;17177,0
02501;Montchâlons;
02502;Montcornet;15934,3
02503;Mont-d'Origny;17914,7
02504;Montescourt-Lizerolles;17995,4
02505;Montfaucon;21436,0
02506;Montgobert;23089,2
02507;Montgru-Saint-Hilaire;
02508;Monthenault;20849,0
02509;Monthiers;21542,5
02510;Monthurel;22415,8
02511;Montigny-en-Arrouaise;17804,0
02512;Montigny-l'Allier;21571,4
02513;Montigny-le-Franc;18637,0
02514;Montigny-Lengrain;19342,7
02515;Montigny-lès-Condé;
02516;Montigny-sous-Marle;
02517;Montigny-sur-Crécy;18851,0
02518;Montlevon;21855,5
02519;Montloué;15237,5
02520;Mont-Notre-Dame;18196,2
02521;Montreuil-aux-Lions;21431,1
02522;Mont-Saint-Jean;
02523;Mont-Saint-Martin;
02524;Mont-Saint-Père;23149,0
02525;Morcourt;22910,0
02526;Morgny-en-Thiérache;
02527;Morsain;19449,0
02528;Mortefontaine;22250,0
02529;Mortiers;18008,3
02530;Moulins;
02531;Moussy-Verneuil;18877,6
02532;Moÿ-de-l'Aisne;19533,3
02533;Muret-et-Crouttes;20373,0
02534;Muscourt;
02535;Nampcelles-la-Cour;17712,7
02536;Nampteuil-sous-Muret;18620,4
02537;Nanteuil-la-Fosse;22875,2
02538;Nanteuil-Notre-Dame;
02539;Nauroy;18530,6
02540;Nesles-la-Montagne;21848,9
02541;Neufchâtel-sur-Aisne;21455,2
02542;Neuflieux;21901,4
02543;Neuilly-Saint-Front;17924,0
02544;Neuve-Maison;18141,1
02545;La Neuville-Bosmont;21271,4
02546;La Neuville-en-Beine;19552,9
02547;La Neuville-Housset;
02548;La Neuville-lès-Dorengt;18636,0
02549;Neuville-Saint-Amand;21596,0
02550;Neuville-sur-Ailette;18088,5
02551;Neuville-sur-Margival;17119,0
02552;Neuvillette;21232,3
02553;Nizy-le-Comte;18422,0
02554;Nogentel;23041,3
02555;Nogent-l'Artaud;19238,8
02556;Noircourt;
02557;Noroy-sur-Ourcq;18976,7
02558;Le Nouvion-en-Thiérache;16758,8
02559;Nouvion-et-Catillon;17514,5
02560;Nouvion-le-Comte;19268,7
02561;Nouvion-le-Vineux;23325,7
02562;Nouvron-Vingré;18133,3
02563;Noyales;20462,8
02564;Noyant-et-Aconin;21235,0
02565;OEuilly;19676,8
02566;Ognes;21482,7
02567;Ohis;16128,1
02568;Oigny-en-Valois;24192,4
02569;Oisy;16963,3
02570;Ollezy;17622,5
02571;Omissy;21999,5
02572;Orainville;23045,2
02573;Orgeval;
02574;Origny-en-Thiérache;17753,9
02575;Origny-Sainte-Benoite;17680,9
02576;Osly-Courtil;20308,1
02577;Ostel;
02578;Oulches-la-Vallée-Foulon;
02579;Oulchy-la-Ville;19154,7
02580;Oulchy-le-Château;18252,0
02581;Paars;21064,8
02582;Paissy;
02583;Pancy-Courtecon;
02584;Papleux;20504,3
02585;Parcy-et-Tigny;21500,5
02586;Parfondeval;20424,5
02587;Parfondru;21371,3
02588;Pargnan;
02589;Pargny-Filain;22689,4
02590;Pargny-la-Dhuys;21147,0
02591;Pargny-les-Bois;19380,9
02592;Parpeville;20555,8
02593;Pasly;21783,9
02594;Passy-en-Valois;18395,4
02595;Passy-sur-Marne;25100,0
02596;Pavant;19475,7
02597;Perles;
02598;Pernant;21559,0
02599;Pierremande;19403,3
02600;Pierrepont;19336,9
02601;Pignicourt;20236,0
02602;Pinon;17298,0
02604;Pithon;
02605;Pleine-Selve;19090,8
02606;Le Plessier-Huleu;
02607;Ploisy;
02608;Plomion;16688,7
02609;Ployart-et-Vaurseine;
02610;Pommiers;21546,7
02612;Pont-Arcy;19862,2
02613;Pontavert;21912,0
02614;Pontru;19876,0
02615;Pontruet;23494,6
02616;Pont-Saint-Mard;19859,0
02617;Pouilly-sur-Serre;19270,7
02618;Prémont;17133,3
02619;Prémontré;20565,0
02620;Presles-et-Boves;18566,0
02621;Presles-et-Thierny;25007,1
02622;Priez;
02623;Prisces;15645,3
02624;Proisy;19213,2
02625;Proix;18427,3
02626;Prouvais;21026,7
02627;Proviseux-et-Plesnoy;20018,7
02628;Puiseux-en-Retz;22658,7
02629;Puisieux-et-Clanlieu;18736,0
02631;Quierzy;18642,5
02632;Quincy-Basse;
02633;Quincy-sous-le-Mont;
02634;Raillimont;
02635;Ramicourt;18597,3
02636;Regny;21137,0
02637;Remaucourt;23198,0
02638;Remies;18868,0
02639;Remigny;19550,0
02640;Renansart;18228,0
02641;Renneval;15969,0
02642;Résigny;17842,4
02643;Ressons-le-Long;20200,0
02644;Retheuil;21345,3
02645;Reuilly-Sauvigny;19880,0
02646;Révillon;
02647;Ribeauville;
02648;Ribemont;17418,0
02649;Rocourt-Saint-Martin;20381,5
02650;Rocquigny;18712,4
02651;Rogécourt;20387,3
02652;Rogny;18841,2
02653;Romeny-sur-Marne;21222,0
02654;Romery;
02655;Ronchères;19631,3
02656;Roucy;21908,7
02657;Rougeries;16348,8
02658;Roupy;20330,7
02659;Rouvroy;24297,1
02660;Rouvroy-sur-Serre;
02661;Royaucourt-et-Chailvet;22127,3
02662;Rozet-Saint-Albin;20660,0
02663;Rozières-sur-Crise;19955,6
02664;Rozoy-Bellevalle;23404,5
02665;Grand-Rozoy;20104,0
02666;Rozoy-sur-Serre;15725,2
02667;Saconin-et-Breuil;21102,8
02668;Sains-Richaumont;16488,9
02669;Saint-Agnan;23551,3
02670;Saint-Algis;18968,7
02671;Saint-Aubin;16912,5
02672;Saint-Bandry;19521,0
02673;Saint-Christophe-à-Berry;19879,0
02674;Saint-Clément;
02675;Sainte-Croix;20409,6
02676;Saint-Erme-Outre-et-Ramecourt;18749,0
02677;Saint-Eugène;18467,8
02678;Sainte-Geneviève;
02679;Saint-Gengoulph;18651,4
02680;Saint-Gobain;19017,1
02681;Saint-Gobert;18252,0
02682;Saint-Mard;19343,9
02683;Saint-Martin-Rivière;15395,2
02684;Saint-Michel;16208,8
02685;Saint-Nicolas-aux-Bois;21359,7
02686;Saint-Paul-aux-Bois;19147,8
02687;Saint-Pierre-Aigle;24120,3
02688;Saint-Pierre-lès-Franqueville;
02689;Saint-Pierremont;
02690;Sainte-Preuve;
02691;Saint-Quentin;16417,3
02693;Saint-Rémy-Blanzy;20534,5
02694;Saint-Simon;20622,4
02695;Saint-Thibaut;
02696;Saint-Thomas;
02697;Samoussy;21294,8
02698;Sancy-les-Cheminots;19726,7
02699;Saponay;19258,0
02701;Saulchery;20837,6
02702;Savy;21451,9
02703;Seboncourt;18285,3
02704;Selens;18028,0
02705;La Selve;18839,6
02706;Septmonts;21096,2
02707;Septvaux;20778,0
02708;Sequehart;22248,9
02709;Serain;17753,5
02710;Seraucourt-le-Grand;19416,1
02711;Serches;20018,0
02712;Sergy;21053,3
02713;Seringes-et-Nesles;19325,2
02714;Sermoise;18484,8
02715;Serval;
02716;Servais;21544,7
02717;Séry-lès-Mézières;18644,6
02718;Silly-la-Poterie;23210,0
02719;Sinceny;19495,7
02720;Sissonne;16444,0
02721;Sissy;21917,3
02722;Soissons;16512,7
02723;Soize;
02724;Sommelans;
02725;Sommeron;14108,1
02726;Sommette-Eaucourt;21008,9
02727;Sons-et-Ronchères;16094,0
02728;Sorbais;18901,3
02729;Soucy;
02730;Soupir;17726,9
02731;Le Sourd;20087,0
02732;Surfontaine;16420,0
02733;Suzy;21243,3
02734;Taillefontaine;19508,7
02735;Tannières;
02736;Tartiers;19186,7
02737;Tavaux-et-Pontséricourt;17755,0
02738;Tergnier;16646,0
02739;Terny-Sorny;22886,7
02740;Thenailles;18806,0
02741;Thenelles;16633,8
02742;Thiernu;18028,7
02743;Le Thuel;18452,9
02744;Torcy-en-Valois;
02745;Toulis-et-Attencourt;19237,1
02746;Travecy;18925,2
02747;Trefcon;
02748;Trélou-sur-Marne;22138,7
02749;Troësnes;21572,0
02750;Trosly-Loire;18270,5
02751;Trucy;20045,3
02752;Tugny-et-Pont;18225,0
02753;Tupigny;16658,6
02754;Ugny-le-Gay;19821,8
02755;Urcel;18984,5
02756;Urvillers;21510,8
02757;Vadencourt;16528,4
02758;Vailly-sur-Aisne;18051,4
02759;La Vallée-au-Blé;16349,2
02760;La Vallée-Mulâtre;16699,3
02761;Variscourt;21254,8
02762;Vassens;18220,7
02763;Vasseny;19471,0
02764;Vassogne;
02765;Vaucelles-et-Beffecourt;23348,5
02766;Vaudesson;18593,8
02767;Vauxrezis;22561,6
02768;Vauxaillon;18499,7
02769;Vaux-Andigny;17545,6
02770;Vauxbuin;22111,4
02771;Vauxcéré;
02772;Vaux-en-Vermandois;20340,5
02773;Vauxtin;
02774;Vendelles;20804,0
02775;Vendeuil;21012,9
02776;Vendhuile;17398,0
02777;Vendières;21749,6
02778;Vendresse-Beaulne;18989,0
02779;Vénérolles;18831,5
02780;Venizel;18984,0
02781;Verdilly;20940,7
02782;Le Verguier;18755,6
02783;Grand-Verly;15917,8
02784;Petit-Verly;18523,8
02785;Vermand;20400,3
02786;Verneuil-sous-Coucy;18416,0
02787;Verneuil-sur-Serre;20817,2
02788;Versigny;18948,0
02789;Vervins;16764,0
02790;Vesles-et-Caumont;19526,0
02791;Veslud;23831,5
02792;Veuilly-la-Poterie;20082,5
02793;Vézaponin;19213,8
02794;Vézilly;25019,1
02795;Vic-sur-Aisne;19162,7
02796;Vichel-Nanteuil;
02797;Viel-Arcy;17670,5
02798;Viels-Maisons;19909,0
02799;Vierzy;17706,5
02800;Viffort;21721,9
02801;Vigneux-Hocquet;17610,7
02802;La Ville-aux-Bois-lès-Dizy;17451,0
02803;La Ville-aux-Bois-lès-Pontavert;20982,7
02804;Villemontoire;21889,3
02805;Villeneuve-Saint-Germain;17711,5
02806;Villeneuve-sur-Fère;18358,0
02807;Villequier-Aumont;22186,7
02808;Villeret;16801,8
02809;Villers-Agron-Aiguizy;
02810;Villers-Cotterêts;18175,8
02811;Villers-en-Prayères;21795,6
02812;Villers-Hélon;21407,3
02813;Villers-le-Sec;17733,5
02814;Villers-lès-Guise;20196,7
02815;Villers-Saint-Christophe;20446,0
02816;Villers-sur-Fère;19918,4
02817;Ville-Savoye;
02818;Villiers-Saint-Denis;22137,5
02819;Vincy-Reuil-et-Magny;15609,6
02820;Viry-Noureuil;21116,0
02821;Vivaise;20684,0
02822;Vivières;21837,0
02823;Voharies;
02824;Vorges;24419,3
02826;Voulpaix;18236,0
02827;Voyenne;19347,0
02828;Vregny;
02829;Vuillery;
02830;Wassigny;17189,3
02831;Watigny;17360,0
02832;Wiège-Faty;16663,3
02833;Wimy;18689,3
02834;Wissignicourt;21074,7
03001;Abrest;19925,7
03002;Agonges;20158,0
03003;Ainay-le-Château;18780,6
03004;Andelaroche;17269,3
03005;Archignat;15838,7
03006;Arfeuilles;16233,5
03007;Arpheuilles-Saint-Priest;20885,3
03008;Arronnes;17989,0
03009;Aubigny;17077,1
03010;Audes;19359,1
03011;Aurouër;19343,2
03012;Autry-Issards;20520,3
03013;Avermes;20939,0
03014;Avrilly;19506,7
03015;Bagneux;20455,7
03016;Barberier;19772,8
03017;Barrais-Bussolles;16061,3
03018;Bayet;17659,0
03019;Beaulon;18679,6
03020;Beaune-d'Allier;18118,0
03021;Bègues;19156,1
03022;Bellenaves;17363,0
03023;Bellerive-sur-Allier;20990,9
03024;Bert;15871,8
03025;Bessay-sur-Allier;19032,2
03026;Besson;20620,7
03027;Bézenet;17656,1
03028;Billezois;17596,0
03029;Billy;19842,8
03030;Biozat;19560,5
03031;Bizeneuille;20926,7
03032;Blomard;18663,0
03033;Bost;18472,4
03034;Boucé;18452,6
03035;Le Bouchaud;18092,5
03036;Bourbon-l'Archambault;19335,3
03037;Braize;14755,2
03038;Bransat;20245,3
03039;Bresnay;19407,0
03040;Bressolles;23727,2
03041;Le Brethon;17558,3
03042;Le Breuil;17374,4
03043;Broût-Vernet;18114,8
03044;Brugheas;21348,0
03045;Busset;19846,9
03046;Buxières-les-Mines;17274,0
03047;La Celle;18486,7
03048;Cérilly;18619,0
03049;Cesset;20499,4
03050;La Chabanne;15695,0
03051;Chambérat;16720,9
03052;Chamblet;20329,0
03053;Chantelle;19387,3
03054;Chapeau;19364,0
03055;La Chapelaude;20558,2
03056;La Chapelle;18292,1
03057;La Chapelle-aux-Chasses;18804,8
03058;Chappes;17977,0
03059;Chareil-Cintrat;20210,5
03060;Charmeil;19946,9
03061;Charmes;20552,9
03062;Charroux;20763,8
03063;Chassenard;19049,5
03064;Château-sur-Allier;17327,0
03065;Châtel-de-Neuvre;18624,3
03066;Châtel-Montagne;16703,3
03067;Châtelperron;16783,5
03068;Châtelus;16413,3
03069;Châtillon;17846,0
03070;Chavenon;19274,9
03071;Chavroches;16996,7
03072;Chazemais;19748,9
03073;Chemilly;20986,5
03074;Chevagnes;19881,0
03075;Chezelle;18245,2
03076;Chézy;21670,0
03077;Chirat-l'Église;18105,6
03078;Chouvigny;19519,7
03079;Cindré;17993,2
03080;Cognat-Lyonne;20725,7
03081;Colombier;18780,7
03082;Commentry;18392,0
03083;Contigny;19886,0
03084;Cosne-d'Allier;18901,7
03085;Coulandon;22146,0
03086;Coulanges;17258,0
03087;Couleuvre;17464,0
03088;Courçais;16168,7
03089;Coutansouze;19389,0
03090;Couzon;17400,9
03091;Créchy;20037,8
03092;Cressanges;19279,3
03093;Creuzier-le-Neuf;20612,7
03094;Creuzier-le-Vieux;22488,3
03095;Cusset;18578,9
03096;Deneuille-lès-Chantelle;
03097;Deneuille-les-Mines;20014,6
03098;Désertines;19858,6
03099;Deux-Chaises;19116,7
03100;Diou;19264,4
03101;Domérat;20401,3
03102;Dompierre-sur-Besbre;18731,0
03103;Le Donjon;17374,0
03104;Doyet;18551,0
03105;Droiturier;17994,8
03106;Durdat-Larequille;20302,9
03107;Ébreuil;20544,8
03108;Échassières;17147,5
03109;Escurolles;19244,7
03110;Espinasse-Vozelle;20433,0
03111;Estivareilles;21060,0
03112;Étroussat;18378,1
03113;Ferrières-sur-Sichon;17353,3
03114;La Ferté-Hauterive;19807,8
03115;Fleuriel;20413,3
03116;Fourilles;17873,3
03117;Franchesse;16756,7
03118;Gannat;18405,3
03119;Gannay-sur-Loire;18424,7
03120;Garnat-sur-Engièvre;19419,0
03121;Gennetines;21022,8
03122;Gipcy;19340,0
03123;Givarlais;19771,5
03124;Gouise;21231,3
03125;La Guillermie;13902,0
03126;Hauterive;18968,7
03127;Hérisson;19837,0
03128;Huriel;19639,6
03129;Hyds;18109,3
03130;Isle-et-Bardais;19176,5
03131;Isserpent;17640,0
03132;Jaligny-sur-Besbre;18442,8
03133;Jenzat;19660,0
03134;Laféline;20051,4
03135;Lalizolle;17262,8
03136;Lamaids;17324,0
03137;Langy;19950,7
03138;Lapalisse;17631,5
03139;Laprugne;16687,5
03140;Lavault-Sainte-Anne;20967,6
03141;Lavoine;17262,0
03142;Lenax;16367,1
03143;Lételon;17545,0
03144;Liernolles;17319,0
03145;Lignerolles;20866,7
03146;Limoise;19017,0
03147;Loddes;14801,5
03148;Loriges;17938,0
03149;Louchy-Montfand;20497,3
03150;Louroux-Bourbonnais;18772,0
03151;Louroux-de-Beaune;21017,3
03152;Louroux-de-Bouble;19161,3
03153;Louroux-Hodement;16753,8
03154;Luneau;16851,3
03155;Lurcy-Lévis;17794,2
03156;Lusigny;20266,2
03157;Magnet;19251,9
03158;Maillet;18127,8
03159;Malicorne;18931,4
03160;Marcenat;19763,3
03161;Marcillat-en-Combraille;18593,3
03162;Marigny;22191,5
03163;Mariol;19288,7
03164;Le Mayet-d'École;18148,0
03165;Le Mayet-de-Montagne;17263,0
03166;Mazerier;20230,3
03167;Mazirat;18145,3
03168;Meaulne;18161,3
03169;Meillard;19798,1
03170;Meillers;18611,7
03171;Mercy;19118,0
03172;Mesples;15629,5
03173;Molinet;18470,6
03174;Molles;20448,7
03175;Monestier;17284,8
03176;Monétay-sur-Allier;18473,0
03177;Monétay-sur-Loire;15497,3
03178;Montaiguët-en-Forez;17240,5
03179;Montaigu-le-Blin;17969,0
03180;Montbeugny;19536,0
03181;Montcombroux-les-Mines;16586,4
03182;Monteignet-sur-l'Andelot;20871,7
03183;Le Montet;19095,2
03184;Montilly;22254,7
03185;Montluçon;17717,6
03186;Montmarault;17818,7
03187;Montoldre;19538,3
03188;Montord;18436,2
03189;Montvicq;18882,1
03190;Moulins;17764,6
03191;Murat;17796,2
03192;Nades;17294,6
03193;Nassigny;18376,8
03194;Naves;18461,3
03195;Néris-les-Bains;21838,0
03196;Neuilly-en-Donjon;17562,5
03197;Neuilly-le-Réal;20146,0
03198;Neure;18614,4
03200;Neuvy;22930,4
03201;Nizerolles;15914,4
03202;Noyant-d'Allier;16315,4
03203;Paray-le-Frésil;18010,0
03204;Paray-sous-Briailles;18347,4
03205;Périgny;18320,4
03206;La Petite-Marche;17334,9
03207;Pierrefitte-sur-Loire;17676,0
03208;Le Pin;15836,3
03209;Poëzat;20867,7
03210;Pouzy-Mésangy;18844,0
03211;Prémilhat;22020,0
03212;Quinssaines;21150,4
03213;Reugny;20165,5
03214;Rocles;16650,0
03215;Rongères;20338,6
03216;Ronnet;19515,7
03217;Saint-Angel;21941,0
03218;Saint-Aubin-le-Monial;21160,0
03219;Saint-Bonnet-de-Four;20448,0
03220;Saint-Bonnet-de-Rochefort;19605,5
03221;Saint-Bonnet-Tronçais;18315,0
03222;Saint-Caprais;16698,9
03223;Saint-Christophe;18060,5
03224;Saint-Clément;15500,0
03225;Saint-Désiré;16792,0
03226;Saint-Didier-en-Donjon;15553,9
03227;Saint-Didier-la-Forêt;19851,3
03228;Saint-Éloy-d'Allier;
03229;Saint-Ennemond;18916,7
03230;Saint-Étienne-de-Vicq;19594,3
03231;Saint-Fargeol;18238,0
03232;Saint-Félix;20973,3
03233;Saint-Genest;20231,9
03234;Saint-Gérand-de-Vaux;18037,3
03235;Saint-Gérand-le-Puy;18266,1
03236;Saint-Germain-des-Fossés;18019,0
03237;Saint-Germain-de-Salles;18660,3
03238;Saint-Hilaire;17762,2
03239;Saint-Léger-sur-Vouzance;18199,0
03240;Saint-Léon;17045,6
03241;Saint-Léopardin-d'Augy;16359,7
03242;Saint-Loup;19322,7
03243;Saint-Marcel-en-Murat;20662,8
03244;Saint-Marcel-en-Marcillat;22200,3
03245;Saint-Martin-des-Lais;19591,3
03246;Saint-Martinien;19607,0
03247;Saint-Menoux;19809,3
03248;Saint-Nicolas-des-Biefs;17324,5
03249;Saint-Palais;16721,7
03250;Saint-Pierre-Laval;17928,5
03251;Saint-Plaisir;18317,2
03252;Saint-Pont;20886,9
03253;Saint-Pourçain-sur-Besbre;19363,0
03254;Saint-Pourçain-sur-Sioule;18925,0
03255;Saint-Priest-d'Andelot;19551,0
03256;Saint-Priest-en-Murat;18557,1
03257;Saint-Prix;19094,0
03258;Saint-Rémy-en-Rollat;20611,7
03259;Saint-Sauvier;16918,6
03260;Saint-Sornin;17293,5
03261;Sainte-Thérence;20017,1
03262;Saint-Victor;22112,0
03263;Saint-Voir;17807,6
03264;Saint-Yorre;19176,7
03265;Saligny-sur-Roudon;17982,4
03266;Sanssat;19005,4
03267;Saulcet;20593,0
03268;Saulzet;20310,0
03269;Sauvagny;
03270;Sazeret;18402,5
03271;Serbannes;21351,7
03272;Servilly;16985,3
03273;Seuillet;19982,0
03274;Sorbier;17206,4
03275;Souvigny;18579,5
03276;Sussat;20363,9
03277;Target;19684,8
03278;Taxat-Senat;19841,2
03279;Teillet-Argenty;18928,0
03280;Terjat;17717,6
03281;Le Theil;18198,3
03282;Theneuille;17633,3
03283;Thiel-sur-Acolin;18210,6
03284;Thionne;18799,5
03285;Tortezais;20051,2
03286;Toulon-sur-Allier;21782,0
03287;Treban;17510,0
03288;Treignat;17575,0
03289;Treteau;17905,7
03290;Trévol;22311,7
03291;Trézelles;17853,9
03292;Tronget;20002,0
03293;Urçay;17977,1
03294;Ussel-d'Allier;21283,3
03295;Valignat;
03296;Valigny;17056,0
03297;Vallon-en-Sully;18433,7
03298;Varennes-sur-Allier;17763,3
03299;Varennes-sur-Tèche;15202,0
03300;Vaumas;17625,3
03301;Vaux;20169,4
03302;Veauce;
03303;Venas;18165,7
03304;Vendat;22074,0
03305;Verneix;19343,3
03306;Le Vernet;22107,3
03307;Verneuil-en-Bourbonnais;20329,3
03308;Vernusse;16331,9
03309;Le Veurdre;17156,0
03310;Vichy;17926,0
03311;Vicq;19920,7
03312;Vieure;17786,7
03313;Le Vilhain;18956,7
03314;Villebret;22002,2
03315;Villefranche-d'Allier;17636,0
03316;Villeneuve-sur-Allier;19440,4
03317;Viplaix;17334,0
03318;Vitray;21028,6
03319;Voussac;17852,0
03320;Ygrande;17076,0
03321;Yzeure;21033,0
04001;Aiglun;21848,0
04004;Allemagne-en-Provence;18355,3
04005;Allons;
04006;Allos;17954,7
04007;Angles;
04008;Annot;17983,5
04009;Archail;
04012;Aubenas-les-Alpes;
04013;Aubignosc;20494,0
04016;Authon;
04017;Auzet;16021,7
04018;Banon;18336,7
04019;Barcelonnette;18018,9
04020;Barles;13426,1
04021;Barras;16822,9
04022;Barrême;15967,0
04023;Bayons;15146,0
04024;Beaujeu;17238,0
04025;Beauvezer;18534,7
04026;Bellaffaire;19073,3
04027;Bevons;20933,9
04028;Beynes;17812,5
04030;Blieux;
04031;Bras-d'Asse;18741,0
04032;Braux;17118,7
04033;La Bréole;17346,8
04034;La Brillanne;18045,0
04035;Brunet;19400,9
04036;Le Brusquet;21790,0
04037;Le Caire;
04039;Castellane;18266,9
04040;Le Castellard-Mélan;
04041;Le Castellet;17975,0
04042;Castellet-lès-Sausses;16453,0
04043;Val-de-Chalvagne;
04045;Céreste;17846,0
04046;Le Chaffaut-Saint-Jurson;20615,8
04047;Champtercier;21355,2
04049;Château-Arnoux-Saint-Auban;18926,5
04050;Châteaufort;
04051;Châteauneuf-Miravail;
04053;Châteauneuf-Val-Saint-Donat;19856,8
04054;Châteauredon;
04055;Chaudon-Norante;18761,0
04057;Clamensane;17328,8
04058;Claret;19295,2
04059;Clumanc;16470,0
04061;Colmars;18767,8
04062;La Condamine-Châtelard;17381,3
04063;Corbières;21087,0
04065;Cruis;18983,3
04066;Curbans;20816,7
04067;Curel;
04068;Dauphin;21174,0
04069;Demandolx;19325,7
04070;Digne-les-Bains;19037,0
04072;Draix;
04073;Enchastrayes;19839,3
04074;Entrages;18622,0
04075;Entrepierres;21239,6
04076;Entrevaux;18692,4
04077;Entrevennes;17474,0
04079;L'Escale;20570,9
04081;Esparron-de-Verdon;19488,0
04084;Estoublon;19844,0
04085;Faucon-du-Caire;
04086;Faucon-de-Barcelonnette;19843,3
04087;Fontienne;17318,0
04088;Forcalquier;18285,3
04090;Le Fugeret;17603,3
04091;Ganagobie;20030,0
04092;La Garde;
04093;Gigors;
04094;Gréoux-les-Bains;19447,0
04095;L'Hospitalet;
04096;Jausiers;18568,0
04097;La Javie;18816,0
04099;Lambruisse;16068,0
04100;Larche;
04101;Lardiers;16410,0
04102;Le Lauzet-Ubaye;16457,8
04104;Limans;16264,8
04106;Lurs;19626,7
04107;Majastres;
04108;Malijai;17435,3
04109;Mallefougasse-Augès;20041,4
04110;Mallemoisson;20636,7
04111;Mane;18408,7
04112;Manosque;18675,6
04113;Marcoux;20770,0
04115;Méailles;15781,3
04116;Les Mées;18309,0
04118;Melve;16771,3
04120;Meyronnes;
04121;Mézel;18258,7
04122;Mirabeau;21613,3
04123;Mison;20253,0
04124;Montagnac-Montpezat;18630,5
04126;Montclar;17913,3
04127;Montfort;20788,0
04128;Montfuron;20040,5
04129;Montjustin;
04130;Montlaux;19062,9
04132;Montsalier;18752,0
04133;Moriez;16483,0
04134;La Motte-du-Caire;17838,8
04135;Moustiers-Sainte-Marie;17660,3
04136;La Mure-Argens;20576,0
04137;Nibles;
04138;Niozelles;20192,0
04139;Noyers-sur-Jabron;18670,7
04140;Les Omergues;18713,5
04141;Ongles;18009,3
04142;Oppedette;
04143;Oraison;20138,0
04144;La Palud-sur-Verdon;16080,0
04145;Peipin;19202,2
04148;Peyroules;18678,3
04149;Peyruis;19733,5
04150;Piégut;14615,7
04151;Pierrerue;19461,6
04152;Pierrevert;24717,6
04154;Pontis;
