COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;54602;Han-devant-Pierrepont;CHAR;5
CODGEO;Code géographique;Code géographique;55001;Abainville;CHAR;5
CODGEO;Code géographique;Code géographique;55002;Abaucourt-Hautecourt;CHAR;5
CODGEO;Code géographique;Code géographique;55004;Aincreville;CHAR;5
CODGEO;Code géographique;Code géographique;55005;Amanty;CHAR;5
CODGEO;Code géographique;Code géographique;55007;Ambly-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55008;Amel-sur-l'Étang;CHAR;5
CODGEO;Code géographique;Code géographique;55009;Ancemont;CHAR;5
CODGEO;Code géographique;Code géographique;55010;Ancerville;CHAR;5
CODGEO;Code géographique;Code géographique;55011;Andernay;CHAR;5
CODGEO;Code géographique;Code géographique;55012;Apremont-la-Forêt;CHAR;5
CODGEO;Code géographique;Code géographique;55013;Arrancy-sur-Crusne;CHAR;5
CODGEO;Code géographique;Code géographique;55014;Aubréville;CHAR;5
CODGEO;Code géographique;Code géographique;55015;Aulnois-en-Perthois;CHAR;5
CODGEO;Code géographique;Code géographique;55017;Autrécourt-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55018;Autréville-Saint-Lambert;CHAR;5
CODGEO;Code géographique;Code géographique;55021;Avillers-Sainte-Croix;CHAR;5
CODGEO;Code géographique;Code géographique;55022;Avioth;CHAR;5
CODGEO;Code géographique;Code géographique;55023;Avocourt;CHAR;5
CODGEO;Code géographique;Code géographique;55024;Azannes-et-Soumazannes;CHAR;5
CODGEO;Code géographique;Code géographique;55025;Baâlon;CHAR;5
CODGEO;Code géographique;Code géographique;55026;Badonvilliers-Gérauvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;55027;Bannoncourt;CHAR;5
CODGEO;Code géographique;Code géographique;55028;Bantheville;CHAR;5
CODGEO;Code géographique;Code géographique;55029;Bar-le-Duc;CHAR;5
CODGEO;Code géographique;Code géographique;55031;Baudonvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;55032;Baudrémont;CHAR;5
CODGEO;Code géographique;Code géographique;55033;Baulny;CHAR;5
CODGEO;Code géographique;Code géographique;55034;Bazeilles-sur-Othain;CHAR;5
CODGEO;Code géographique;Code géographique;55035;Bazincourt-sur-Saulx;CHAR;5
CODGEO;Code géographique;Code géographique;55036;Beauclair;CHAR;5
CODGEO;Code géographique;Code géographique;55037;Beaufort-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55038;Beaulieu-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55040;Beausite;CHAR;5
CODGEO;Code géographique;Code géographique;55041;Behonne;CHAR;5
CODGEO;Code géographique;Code géographique;55042;Belleray;CHAR;5
CODGEO;Code géographique;Code géographique;55043;Belleville-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55044;Belrain;CHAR;5
CODGEO;Code géographique;Code géographique;55045;Belrupt-en-Verdunois;CHAR;5
CODGEO;Code géographique;Code géographique;55046;Beney-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55047;Béthelainville;CHAR;5
CODGEO;Code géographique;Code géographique;55048;Béthincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55049;Beurey-sur-Saulx;CHAR;5
CODGEO;Code géographique;Code géographique;55051;Biencourt-sur-Orge;CHAR;5
CODGEO;Code géographique;Code géographique;55053;Billy-sous-Mangiennes;CHAR;5
CODGEO;Code géographique;Code géographique;55054;Bislée;CHAR;5
CODGEO;Code géographique;Code géographique;55055;Blanzée;CHAR;5
CODGEO;Code géographique;Code géographique;55057;Boinville-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55058;Boncourt-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55059;Bonnet;CHAR;5
CODGEO;Code géographique;Code géographique;55060;Bonzée;CHAR;5
CODGEO;Code géographique;Code géographique;55061;Le Bouchon-sur-Saulx;CHAR;5
CODGEO;Code géographique;Code géographique;55062;Bouconville-sur-Madt;CHAR;5
CODGEO;Code géographique;Code géographique;55063;Bouligny;CHAR;5
CODGEO;Code géographique;Code géographique;55064;Bouquemont;CHAR;5
CODGEO;Code géographique;Code géographique;55065;Boureuilles;CHAR;5
CODGEO;Code géographique;Code géographique;55066;Bovée-sur-Barboure;CHAR;5
CODGEO;Code géographique;Code géographique;55067;Boviolles;CHAR;5
CODGEO;Code géographique;Code géographique;55068;Brabant-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55069;Brabant-le-Roi;CHAR;5
CODGEO;Code géographique;Code géographique;55070;Brabant-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55071;Brandeville;CHAR;5
CODGEO;Code géographique;Code géographique;55072;Braquis;CHAR;5
CODGEO;Code géographique;Code géographique;55073;Bras-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55075;Brauvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;55076;Bréhéville;CHAR;5
CODGEO;Code géographique;Code géographique;55077;Breux;CHAR;5
CODGEO;Code géographique;Code géographique;55078;Brieulles-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55079;Brillon-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55080;Brixey-aux-Chanoines;CHAR;5
CODGEO;Code géographique;Code géographique;55081;Brizeaux;CHAR;5
CODGEO;Code géographique;Code géographique;55082;Brocourt-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55083;Brouennes;CHAR;5
CODGEO;Code géographique;Code géographique;55084;Broussey-en-Blois;CHAR;5
CODGEO;Code géographique;Code géographique;55085;Broussey-Raulecourt;CHAR;5
CODGEO;Code géographique;Code géographique;55087;Bure;CHAR;5
CODGEO;Code géographique;Code géographique;55088;Burey-en-Vaux;CHAR;5
CODGEO;Code géographique;Code géographique;55089;Burey-la-Côte;CHAR;5
CODGEO;Code géographique;Code géographique;55093;Buxières-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55094;Buzy-Darmont;CHAR;5
CODGEO;Code géographique;Code géographique;55095;Cesse;CHAR;5
CODGEO;Code géographique;Code géographique;55096;Chaillon;CHAR;5
CODGEO;Code géographique;Code géographique;55097;Chalaines;CHAR;5
CODGEO;Code géographique;Code géographique;55099;Champneuville;CHAR;5
CODGEO;Code géographique;Code géographique;55100;Champougny;CHAR;5
CODGEO;Code géographique;Code géographique;55101;Chardogne;CHAR;5
CODGEO;Code géographique;Code géographique;55102;Charny-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55103;Charpentry;CHAR;5
CODGEO;Code géographique;Code géographique;55104;Chassey-Beaupré;CHAR;5
CODGEO;Code géographique;Code géographique;55105;Châtillon-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55106;Chattancourt;CHAR;5
CODGEO;Code géographique;Code géographique;55107;Chaumont-devant-Damvillers;CHAR;5
CODGEO;Code géographique;Code géographique;55108;Chaumont-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55109;Chauvency-le-Château;CHAR;5
CODGEO;Code géographique;Code géographique;55110;Chauvency-Saint-Hubert;CHAR;5
CODGEO;Code géographique;Code géographique;55111;Chauvoncourt;CHAR;5
CODGEO;Code géographique;Code géographique;55113;Cheppy;CHAR;5
CODGEO;Code géographique;Code géographique;55114;Chonville-Malaumont;CHAR;5
CODGEO;Code géographique;Code géographique;55115;Cierges-sous-Montfaucon;CHAR;5
CODGEO;Code géographique;Code géographique;55116;Le Claon;CHAR;5
CODGEO;Code géographique;Code géographique;55117;Clermont-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55118;Cléry-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;55119;Cléry-le-Petit;CHAR;5
CODGEO;Code géographique;Code géographique;55120;Combles-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55121;Combres-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55122;Commercy;CHAR;5
CODGEO;Code géographique;Code géographique;55123;Les Hauts-de-Chée;CHAR;5
CODGEO;Code géographique;Code géographique;55124;Consenvoye;CHAR;5
CODGEO;Code géographique;Code géographique;55125;Contrisson;CHAR;5
CODGEO;Code géographique;Code géographique;55127;Courcelles-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55128;Courcelles-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55129;Courouvre;CHAR;5
CODGEO;Code géographique;Code géographique;55132;Cousances-les-Forges;CHAR;5
CODGEO;Code géographique;Code géographique;55133;Couvertpuis;CHAR;5
CODGEO;Code géographique;Code géographique;55134;Couvonges;CHAR;5
CODGEO;Code géographique;Code géographique;55137;Cuisy;CHAR;5
CODGEO;Code géographique;Code géographique;55138;Culey;CHAR;5
CODGEO;Code géographique;Code géographique;55140;Cunel;CHAR;5
CODGEO;Code géographique;Code géographique;55141;Dagonville;CHAR;5
CODGEO;Code géographique;Code géographique;55142;Dainville-Bertheléville;CHAR;5
CODGEO;Code géographique;Code géographique;55143;Damloup;CHAR;5
CODGEO;Code géographique;Code géographique;55144;Dammarie-sur-Saulx;CHAR;5
CODGEO;Code géographique;Code géographique;55145;Damvillers;CHAR;5
CODGEO;Code géographique;Code géographique;55146;Dannevoux;CHAR;5
CODGEO;Code géographique;Code géographique;55148;Delouze-Rosières;CHAR;5
CODGEO;Code géographique;Code géographique;55149;Delut;CHAR;5
CODGEO;Code géographique;Code géographique;55150;Demange-Baudignécourt;CHAR;5
CODGEO;Code géographique;Code géographique;55153;Dieppe-sous-Douaumont;CHAR;5
CODGEO;Code géographique;Code géographique;55154;Dieue-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55155;Dombasle-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55156;Dombras;CHAR;5
CODGEO;Code géographique;Code géographique;55157;Dommartin-la-Montagne;CHAR;5
CODGEO;Code géographique;Code géographique;55158;Dommary-Baroncourt;CHAR;5
CODGEO;Code géographique;Code géographique;55159;Dompcevrin;CHAR;5
CODGEO;Code géographique;Code géographique;55160;Dompierre-aux-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;55162;Domremy-la-Canne;CHAR;5
CODGEO;Code géographique;Code géographique;55163;Doncourt-aux-Templiers;CHAR;5
CODGEO;Code géographique;Code géographique;55165;Doulcon;CHAR;5
CODGEO;Code géographique;Code géographique;55166;Dugny-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55167;Dun-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55168;Duzey;CHAR;5
CODGEO;Code géographique;Code géographique;55169;Écouviez;CHAR;5
CODGEO;Code géographique;Code géographique;55170;Écurey-en-Verdunois;CHAR;5
CODGEO;Code géographique;Code géographique;55171;Eix;CHAR;5
CODGEO;Code géographique;Code géographique;55172;Les Éparges;CHAR;5
CODGEO;Code géographique;Code géographique;55173;Épiez-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55174;Épinonville;CHAR;5
CODGEO;Code géographique;Code géographique;55175;Érize-la-Brûlée;CHAR;5
CODGEO;Code géographique;Code géographique;55177;Érize-la-Petite;CHAR;5
CODGEO;Code géographique;Code géographique;55178;Érize-Saint-Dizier;CHAR;5
CODGEO;Code géographique;Code géographique;55179;Erneville-aux-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;55180;Esnes-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55181;Étain;CHAR;5
CODGEO;Code géographique;Code géographique;55182;Éton;CHAR;5
CODGEO;Code géographique;Code géographique;55183;Étraye;CHAR;5
CODGEO;Code géographique;Code géographique;55184;Euville;CHAR;5
CODGEO;Code géographique;Code géographique;55185;Èvres;CHAR;5
CODGEO;Code géographique;Code géographique;55186;Fains-Véel;CHAR;5
CODGEO;Code géographique;Code géographique;55188;Flassigny;CHAR;5
CODGEO;Code géographique;Code géographique;55191;Foameix-Ornel;CHAR;5
CODGEO;Code géographique;Code géographique;55192;Fontaines-Saint-Clair;CHAR;5
CODGEO;Code géographique;Code géographique;55193;Forges-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55194;Foucaucourt-sur-Thabas;CHAR;5
CODGEO;Code géographique;Code géographique;55195;Fouchères-aux-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;55196;Frémeréville-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55197;Fresnes-au-Mont;CHAR;5
CODGEO;Code géographique;Code géographique;55198;Fresnes-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55199;Froidos;CHAR;5
CODGEO;Code géographique;Code géographique;55200;Fromeréville-les-Vallons;CHAR;5
CODGEO;Code géographique;Code géographique;55201;Fromezey;CHAR;5
CODGEO;Code géographique;Code géographique;55202;Futeau;CHAR;5
CODGEO;Code géographique;Code géographique;55204;Génicourt-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55206;Gercourt-et-Drillancourt;CHAR;5
CODGEO;Code géographique;Code géographique;55207;Géry;CHAR;5
CODGEO;Code géographique;Code géographique;55208;Gesnes-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55210;Gimécourt;CHAR;5
CODGEO;Code géographique;Code géographique;55211;Gincrey;CHAR;5
CODGEO;Code géographique;Code géographique;55212;Girauvoisin;CHAR;5
CODGEO;Code géographique;Code géographique;55214;Givrauval;CHAR;5
CODGEO;Code géographique;Code géographique;55215;Gondrecourt-le-Château;CHAR;5
CODGEO;Code géographique;Code géographique;55216;Gouraincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55217;Goussaincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55218;Gremilly;CHAR;5
CODGEO;Code géographique;Code géographique;55219;Grimaucourt-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55220;Grimaucourt-près-Sampigny;CHAR;5
CODGEO;Code géographique;Code géographique;55221;Guerpont;CHAR;5
CODGEO;Code géographique;Code géographique;55222;Gussainville;CHAR;5
CODGEO;Code géographique;Code géographique;55224;Haironville;CHAR;5
CODGEO;Code géographique;Code géographique;55225;Halles-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55226;Han-lès-Juvigny;CHAR;5
CODGEO;Code géographique;Code géographique;55228;Hannonville-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55229;Han-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55232;Harville;CHAR;5
CODGEO;Code géographique;Code géographique;55236;Haudainville;CHAR;5
CODGEO;Code géographique;Code géographique;55237;Haudiomont;CHAR;5
CODGEO;Code géographique;Code géographique;55241;Heippes;CHAR;5
CODGEO;Code géographique;Code géographique;55242;Hennemont;CHAR;5
CODGEO;Code géographique;Code géographique;55243;Herbeuville;CHAR;5
CODGEO;Code géographique;Code géographique;55244;Herméville-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55245;Heudicourt-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55246;Hévilliers;CHAR;5
CODGEO;Code géographique;Code géographique;55247;Horville-en-Ornois;CHAR;5
CODGEO;Code géographique;Code géographique;55248;Houdelaincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55250;Inor;CHAR;5
CODGEO;Code géographique;Code géographique;55251;Ippécourt;CHAR;5
CODGEO;Code géographique;Code géographique;55252;Iré-le-Sec;CHAR;5
CODGEO;Code géographique;Code géographique;55253;Les Islettes;CHAR;5
CODGEO;Code géographique;Code géographique;55254;Les Trois-Domaines;CHAR;5
CODGEO;Code géographique;Code géographique;55255;Jametz;CHAR;5
CODGEO;Code géographique;Code géographique;55256;Jonville-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55257;Jouy-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55258;Geville;CHAR;5
CODGEO;Code géographique;Code géographique;55260;Julvécourt;CHAR;5
CODGEO;Code géographique;Code géographique;55261;Juvigny-en-Perthois;CHAR;5
CODGEO;Code géographique;Code géographique;55262;Juvigny-sur-Loison;CHAR;5
CODGEO;Code géographique;Code géographique;55263;Kœur-la-Grande;CHAR;5
CODGEO;Code géographique;Code géographique;55264;Kœur-la-Petite;CHAR;5
CODGEO;Code géographique;Code géographique;55265;Labeuville;CHAR;5
CODGEO;Code géographique;Code géographique;55266;Lachalade;CHAR;5
CODGEO;Code géographique;Code géographique;55267;Lachaussée;CHAR;5
CODGEO;Code géographique;Code géographique;55268;Lacroix-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55269;Lahaymeix;CHAR;5
CODGEO;Code géographique;Code géographique;55270;Lahayville;CHAR;5
CODGEO;Code géographique;Code géographique;55271;Laheycourt;CHAR;5
CODGEO;Code géographique;Code géographique;55272;Laimont;CHAR;5
CODGEO;Code géographique;Code géographique;55274;Lamorville;CHAR;5
CODGEO;Code géographique;Code géographique;55275;Lamouilly;CHAR;5
CODGEO;Code géographique;Code géographique;55276;Landrecourt-Lempire;CHAR;5
CODGEO;Code géographique;Code géographique;55278;Laneuville-au-Rupt;CHAR;5
CODGEO;Code géographique;Code géographique;55279;Laneuville-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55280;Lanhères;CHAR;5
CODGEO;Code géographique;Code géographique;55281;Latour-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55282;Lavallée;CHAR;5
CODGEO;Code géographique;Code géographique;55284;Lavincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55285;Lavoye;CHAR;5
CODGEO;Code géographique;Code géographique;55286;Lemmes;CHAR;5
CODGEO;Code géographique;Code géographique;55288;Lérouville;CHAR;5
CODGEO;Code géographique;Code géographique;55289;Levoncourt;CHAR;5
CODGEO;Code géographique;Code géographique;55290;Lignières-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55291;Ligny-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55292;Liny-devant-Dun;CHAR;5
CODGEO;Code géographique;Code géographique;55293;Lion-devant-Dun;CHAR;5
CODGEO;Code géographique;Code géographique;55295;Lisle-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55296;L'Isle-en-Rigault;CHAR;5
CODGEO;Code géographique;Code géographique;55297;Lissey;CHAR;5
CODGEO;Code géographique;Code géographique;55298;Loisey;CHAR;5
CODGEO;Code géographique;Code géographique;55299;Loison;CHAR;5
CODGEO;Code géographique;Code géographique;55300;Longeaux;CHAR;5
CODGEO;Code géographique;Code géographique;55301;Longchamps-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55302;Longeville-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55303;Loupmont;CHAR;5
CODGEO;Code géographique;Code géographique;55304;Louppy-le-Château;CHAR;5
CODGEO;Code géographique;Code géographique;55306;Louppy-sur-Loison;CHAR;5
CODGEO;Code géographique;Code géographique;55310;Luzy-Saint-Martin;CHAR;5
CODGEO;Code géographique;Code géographique;55311;Maizeray;CHAR;5
CODGEO;Code géographique;Code géographique;55312;Maizey;CHAR;5
CODGEO;Code géographique;Code géographique;55313;Malancourt;CHAR;5
CODGEO;Code géographique;Code géographique;55315;Mandres-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55316;Mangiennes;CHAR;5
CODGEO;Code géographique;Code géographique;55317;Manheulles;CHAR;5
CODGEO;Code géographique;Code géographique;55320;Marchéville-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55321;Marre;CHAR;5
CODGEO;Code géographique;Code géographique;55322;Marson-sur-Barboure;CHAR;5
CODGEO;Code géographique;Code géographique;55323;Martincourt-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55324;Marville;CHAR;5
CODGEO;Code géographique;Code géographique;55325;Maucourt-sur-Orne;CHAR;5
CODGEO;Code géographique;Code géographique;55326;Maulan;CHAR;5
CODGEO;Code géographique;Code géographique;55327;Mauvages;CHAR;5
CODGEO;Code géographique;Code géographique;55328;Maxey-sur-Vaise;CHAR;5
CODGEO;Code géographique;Code géographique;55329;Mécrin;CHAR;5
CODGEO;Code géographique;Code géographique;55330;Méligny-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;55331;Méligny-le-Petit;CHAR;5
CODGEO;Code géographique;Code géographique;55332;Menaucourt;CHAR;5
CODGEO;Code géographique;Code géographique;55333;Ménil-aux-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;55334;Ménil-la-Horgne;CHAR;5
CODGEO;Code géographique;Code géographique;55335;Ménil-sur-Saulx;CHAR;5
CODGEO;Code géographique;Code géographique;55336;Merles-sur-Loison;CHAR;5
CODGEO;Code géographique;Code géographique;55338;Milly-sur-Bradon;CHAR;5
CODGEO;Code géographique;Code géographique;55339;Mogeville;CHAR;5
CODGEO;Code géographique;Code géographique;55340;Mognéville;CHAR;5
CODGEO;Code géographique;Code géographique;55341;Moirey-Flabas-Crépion;CHAR;5
CODGEO;Code géographique;Code géographique;55343;Montblainville;CHAR;5
CODGEO;Code géographique;Code géographique;55344;Montbras;CHAR;5
CODGEO;Code géographique;Code géographique;55345;Mont-devant-Sassey;CHAR;5
CODGEO;Code géographique;Code géographique;55346;Montfaucon-d'Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55347;Les Monthairons;CHAR;5
CODGEO;Code géographique;Code géographique;55348;Montiers-sur-Saulx;CHAR;5
CODGEO;Code géographique;Code géographique;55349;Montigny-devant-Sassey;CHAR;5
CODGEO;Code géographique;Code géographique;55350;Montigny-lès-Vaucouleurs;CHAR;5
CODGEO;Code géographique;Code géographique;55351;Montmédy;CHAR;5
CODGEO;Code géographique;Code géographique;55352;Montplonne;CHAR;5
CODGEO;Code géographique;Code géographique;55353;Montsec;CHAR;5
CODGEO;Code géographique;Code géographique;55355;Montzéville;CHAR;5
CODGEO;Code géographique;Code géographique;55356;Moranville;CHAR;5
CODGEO;Code géographique;Code géographique;55357;Morgemoulin;CHAR;5
CODGEO;Code géographique;Code géographique;55358;Chanteraine;CHAR;5
CODGEO;Code géographique;Code géographique;55359;Morley;CHAR;5
CODGEO;Code géographique;Code géographique;55360;Mouilly;CHAR;5
CODGEO;Code géographique;Code géographique;55361;Moulainville;CHAR;5
CODGEO;Code géographique;Code géographique;55362;Moulins-Saint-Hubert;CHAR;5
CODGEO;Code géographique;Code géographique;55363;Moulotte;CHAR;5
CODGEO;Code géographique;Code géographique;55364;Mouzay;CHAR;5
CODGEO;Code géographique;Code géographique;55365;Murvaux;CHAR;5
CODGEO;Code géographique;Code géographique;55366;Val-d'Ornain;CHAR;5
CODGEO;Code géographique;Code géographique;55367;Muzeray;CHAR;5
CODGEO;Code géographique;Code géographique;55368;Naives-en-Blois;CHAR;5
CODGEO;Code géographique;Code géographique;55369;Naives-Rosières;CHAR;5
CODGEO;Code géographique;Code géographique;55370;Naix-aux-Forges;CHAR;5
CODGEO;Code géographique;Code géographique;55371;Nançois-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;55372;Nançois-sur-Ornain;CHAR;5
CODGEO;Code géographique;Code géographique;55373;Nant-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;55374;Nant-le-Petit;CHAR;5
CODGEO;Code géographique;Code géographique;55375;Nantillois;CHAR;5
CODGEO;Code géographique;Code géographique;55376;Nantois;CHAR;5
CODGEO;Code géographique;Code géographique;55377;Nepvant;CHAR;5
CODGEO;Code géographique;Code géographique;55378;Nettancourt;CHAR;5
CODGEO;Code géographique;Code géographique;55379;Le Neufour;CHAR;5
CODGEO;Code géographique;Code géographique;55380;Neuville-en-Verdunois;CHAR;5
CODGEO;Code géographique;Code géographique;55381;Neuville-lès-Vaucouleurs;CHAR;5
CODGEO;Code géographique;Code géographique;55382;Neuville-sur-Ornain;CHAR;5
CODGEO;Code géographique;Code géographique;55383;Neuvilly-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55384;Nicey-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55385;Nixéville-Blercourt;CHAR;5
CODGEO;Code géographique;Code géographique;55386;Nonsard-Lamarche;CHAR;5
CODGEO;Code géographique;Code géographique;55387;Nouillonpont;CHAR;5
CODGEO;Code géographique;Code géographique;55388;Noyers-Auzécourt;CHAR;5
CODGEO;Code géographique;Code géographique;55389;Nubécourt;CHAR;5
CODGEO;Code géographique;Code géographique;55391;Olizy-sur-Chiers;CHAR;5
CODGEO;Code géographique;Code géographique;55394;Ornes;CHAR;5
CODGEO;Code géographique;Code géographique;55395;Osches;CHAR;5
CODGEO;Code géographique;Code géographique;55396;Ourches-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55397;Pagny-la-Blanche-Côte;CHAR;5
CODGEO;Code géographique;Code géographique;55398;Pagny-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55399;Pareid;CHAR;5
CODGEO;Code géographique;Code géographique;55400;Parfondrupt;CHAR;5
CODGEO;Code géographique;Code géographique;55401;Les Paroches;CHAR;5
CODGEO;Code géographique;Code géographique;55403;Peuvillers;CHAR;5
CODGEO;Code géographique;Code géographique;55404;Pierrefitte-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55405;Pillon;CHAR;5
CODGEO;Code géographique;Code géographique;55406;Pintheville;CHAR;5
CODGEO;Code géographique;Code géographique;55407;Pont-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55408;Pouilly-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55409;Pretz-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55410;Quincy-Landzécourt;CHAR;5
CODGEO;Code géographique;Code géographique;55411;Rambluzin-et-Benoite-Vaux;CHAR;5
CODGEO;Code géographique;Code géographique;55412;Rambucourt;CHAR;5
CODGEO;Code géographique;Code géographique;55414;Rancourt-sur-Ornain;CHAR;5
CODGEO;Code géographique;Code géographique;55415;Ranzières;CHAR;5
CODGEO;Code géographique;Code géographique;55416;Rarécourt;CHAR;5
CODGEO;Code géographique;Code géographique;55419;Récicourt;CHAR;5
CODGEO;Code géographique;Code géographique;55420;Récourt-le-Creux;CHAR;5
CODGEO;Code géographique;Code géographique;55421;Reffroy;CHAR;5
CODGEO;Code géographique;Code géographique;55422;Regnéville-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55423;Rembercourt-Sommaisne;CHAR;5
CODGEO;Code géographique;Code géographique;55424;Remennecourt;CHAR;5
CODGEO;Code géographique;Code géographique;55425;Remoiville;CHAR;5
CODGEO;Code géographique;Code géographique;55426;Resson;CHAR;5
CODGEO;Code géographique;Code géographique;55427;Revigny-sur-Ornain;CHAR;5
CODGEO;Code géographique;Code géographique;55428;Réville-aux-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;55429;Riaville;CHAR;5
CODGEO;Code géographique;Code géographique;55430;Ribeaucourt;CHAR;5
CODGEO;Code géographique;Code géographique;55431;Richecourt;CHAR;5
CODGEO;Code géographique;Code géographique;55433;Rigny-la-Salle;CHAR;5
CODGEO;Code géographique;Code géographique;55434;Rigny-Saint-Martin;CHAR;5
CODGEO;Code géographique;Code géographique;55435;Robert-Espagne;CHAR;5
CODGEO;Code géographique;Code géographique;55436;Les Roises;CHAR;5
CODGEO;Code géographique;Code géographique;55437;Romagne-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55438;Romagne-sous-Montfaucon;CHAR;5
CODGEO;Code géographique;Code géographique;55439;Ronvaux;CHAR;5
CODGEO;Code géographique;Code géographique;55442;Raival;CHAR;5
CODGEO;Code géographique;Code géographique;55443;Rouvres-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55444;Rouvrois-sur-Meuse;CHAR;5
