COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;65065;Barlest;CHAR;5
CODGEO;Code géographique;Code géographique;65066;Barrancoueu;CHAR;5
CODGEO;Code géographique;Code géographique;65067;Barry;CHAR;5
CODGEO;Code géographique;Code géographique;65068;Barthe;CHAR;5
CODGEO;Code géographique;Code géographique;65069;La Barthe-de-Neste;CHAR;5
CODGEO;Code géographique;Code géographique;65070;Bartrès;CHAR;5
CODGEO;Code géographique;Code géographique;65071;Batsère;CHAR;5
CODGEO;Code géographique;Code géographique;65072;Bazet;CHAR;5
CODGEO;Code géographique;Code géographique;65073;Bazillac;CHAR;5
CODGEO;Code géographique;Code géographique;65074;Bazordan;CHAR;5
CODGEO;Code géographique;Code géographique;65075;Bazus-Aure;CHAR;5
CODGEO;Code géographique;Code géographique;65076;Bazus-Neste;CHAR;5
CODGEO;Code géographique;Code géographique;65077;Beaucens;CHAR;5
CODGEO;Code géographique;Code géographique;65078;Beaudéan;CHAR;5
CODGEO;Code géographique;Code géographique;65079;Bégole;CHAR;5
CODGEO;Code géographique;Code géographique;65080;Bénac;CHAR;5
CODGEO;Code géographique;Code géographique;65081;Benqué-Molère;CHAR;5
CODGEO;Code géographique;Code géographique;65082;Berbérust-Lias;CHAR;5
CODGEO;Code géographique;Code géographique;65083;Bernac-Debat;CHAR;5
CODGEO;Code géographique;Code géographique;65084;Bernac-Dessus;CHAR;5
CODGEO;Code géographique;Code géographique;65085;Bernadets-Debat;CHAR;5
CODGEO;Code géographique;Code géographique;65086;Bernadets-Dessus;CHAR;5
CODGEO;Code géographique;Code géographique;65087;Bertren;CHAR;5
CODGEO;Code géographique;Code géographique;65088;Betbèze;CHAR;5
CODGEO;Code géographique;Code géographique;65089;Betpouey;CHAR;5
CODGEO;Code géographique;Code géographique;65090;Betpouy;CHAR;5
CODGEO;Code géographique;Code géographique;65091;Bettes;CHAR;5
CODGEO;Code géographique;Code géographique;65092;Beyrède-Jumet-Camous;CHAR;5
CODGEO;Code géographique;Code géographique;65093;Bize;CHAR;5
CODGEO;Code géographique;Code géographique;65094;Bizous;CHAR;5
CODGEO;Code géographique;Code géographique;65095;Bonnefont;CHAR;5
CODGEO;Code géographique;Code géographique;65096;Bonnemazon;CHAR;5
CODGEO;Code géographique;Code géographique;65097;Bonrepos;CHAR;5
CODGEO;Code géographique;Code géographique;65098;Boô-Silhen;CHAR;5
CODGEO;Code géographique;Code géographique;65099;Bordères-Louron;CHAR;5
CODGEO;Code géographique;Code géographique;65100;Bordères-sur-l'Échez;CHAR;5
CODGEO;Code géographique;Code géographique;65101;Bordes;CHAR;5
CODGEO;Code géographique;Code géographique;65102;Bouilh-Devant;CHAR;5
CODGEO;Code géographique;Code géographique;65103;Bouilh-Péreuilh;CHAR;5
CODGEO;Code géographique;Code géographique;65104;Boulin;CHAR;5
CODGEO;Code géographique;Code géographique;65105;Bourg-de-Bigorre;CHAR;5
CODGEO;Code géographique;Code géographique;65106;Bourisp;CHAR;5
CODGEO;Code géographique;Code géographique;65107;Bourréac;CHAR;5
CODGEO;Code géographique;Code géographique;65108;Bours;CHAR;5
CODGEO;Code géographique;Code géographique;65109;Bramevaque;CHAR;5
CODGEO;Code géographique;Code géographique;65110;Bugard;CHAR;5
CODGEO;Code géographique;Code géographique;65111;Bulan;CHAR;5
CODGEO;Code géographique;Code géographique;65112;Bun;CHAR;5
CODGEO;Code géographique;Code géographique;65113;Burg;CHAR;5
CODGEO;Code géographique;Code géographique;65114;Buzon;CHAR;5
CODGEO;Code géographique;Code géographique;65115;Cabanac;CHAR;5
CODGEO;Code géographique;Code géographique;65116;Cadéac;CHAR;5
CODGEO;Code géographique;Code géographique;65117;Cadeilhan-Trachère;CHAR;5
CODGEO;Code géographique;Code géographique;65118;Caharet;CHAR;5
CODGEO;Code géographique;Code géographique;65119;Caixon;CHAR;5
CODGEO;Code géographique;Code géographique;65120;Calavanté;CHAR;5
CODGEO;Code géographique;Code géographique;65121;Camalès;CHAR;5
CODGEO;Code géographique;Code géographique;65123;Campan;CHAR;5
CODGEO;Code géographique;Code géographique;65124;Camparan;CHAR;5
CODGEO;Code géographique;Code géographique;65125;Campistrous;CHAR;5
CODGEO;Code géographique;Code géographique;65126;Campuzan;CHAR;5
CODGEO;Code géographique;Code géographique;65127;Capvern;CHAR;5
CODGEO;Code géographique;Code géographique;65128;Castelbajac;CHAR;5
CODGEO;Code géographique;Code géographique;65129;Castelnau-Magnoac;CHAR;5
CODGEO;Code géographique;Code géographique;65130;Castelnau-Rivière-Basse;CHAR;5
CODGEO;Code géographique;Code géographique;65131;Castelvieilh;CHAR;5
CODGEO;Code géographique;Code géographique;65132;Castéra-Lanusse;CHAR;5
CODGEO;Code géographique;Code géographique;65133;Castéra-Lou;CHAR;5
CODGEO;Code géographique;Code géographique;65134;Casterets;CHAR;5
CODGEO;Code géographique;Code géographique;65135;Castillon;CHAR;5
CODGEO;Code géographique;Code géographique;65136;Caubous;CHAR;5
CODGEO;Code géographique;Code géographique;65137;Caussade-Rivière;CHAR;5
CODGEO;Code géographique;Code géographique;65138;Cauterets;CHAR;5
CODGEO;Code géographique;Code géographique;65139;Cazarilh;CHAR;5
CODGEO;Code géographique;Code géographique;65140;Cazaux-Debat;CHAR;5
CODGEO;Code géographique;Code géographique;65141;Cazaux-Fréchet-Anéran-Camors;CHAR;5
CODGEO;Code géographique;Code géographique;65142;Chelle-Debat;CHAR;5
CODGEO;Code géographique;Code géographique;65143;Chelle-Spou;CHAR;5
CODGEO;Code géographique;Code géographique;65144;Cheust;CHAR;5
CODGEO;Code géographique;Code géographique;65145;Chèze;CHAR;5
CODGEO;Code géographique;Code géographique;65146;Chis;CHAR;5
CODGEO;Code géographique;Code géographique;65147;Cieutat;CHAR;5
CODGEO;Code géographique;Code géographique;65148;Cizos;CHAR;5
CODGEO;Code géographique;Code géographique;65149;Clarac;CHAR;5
CODGEO;Code géographique;Code géographique;65150;Clarens;CHAR;5
CODGEO;Code géographique;Code géographique;65151;Collongues;CHAR;5
CODGEO;Code géographique;Code géographique;65153;Coussan;CHAR;5
CODGEO;Code géographique;Code géographique;65154;Créchets;CHAR;5
CODGEO;Code géographique;Code géographique;65155;Devèze;CHAR;5
CODGEO;Code géographique;Code géographique;65156;Dours;CHAR;5
CODGEO;Code géographique;Code géographique;65157;Ens;CHAR;5
CODGEO;Code géographique;Code géographique;65158;Esbareich;CHAR;5
CODGEO;Code géographique;Code géographique;65159;Escala;CHAR;5
CODGEO;Code géographique;Code géographique;65160;Escaunets;CHAR;5
CODGEO;Code géographique;Code géographique;65161;Escondeaux;CHAR;5
CODGEO;Code géographique;Code géographique;65162;Esconnets;CHAR;5
CODGEO;Code géographique;Code géographique;65163;Escots;CHAR;5
CODGEO;Code géographique;Code géographique;65164;Escoubès-Pouts;CHAR;5
CODGEO;Code géographique;Code géographique;65165;Esparros;CHAR;5
CODGEO;Code géographique;Code géographique;65166;Espèche;CHAR;5
CODGEO;Code géographique;Code géographique;65167;Espieilh;CHAR;5
CODGEO;Code géographique;Code géographique;65168;Esquièze-Sère;CHAR;5
CODGEO;Code géographique;Code géographique;65169;Estaing;CHAR;5
CODGEO;Code géographique;Code géographique;65170;Estampures;CHAR;5
CODGEO;Code géographique;Code géographique;65171;Estarvielle;CHAR;5
CODGEO;Code géographique;Code géographique;65172;Estensan;CHAR;5
CODGEO;Code géographique;Code géographique;65173;Esterre;CHAR;5
CODGEO;Code géographique;Code géographique;65174;Estirac;CHAR;5
CODGEO;Code géographique;Code géographique;65175;Ferrère;CHAR;5
CODGEO;Code géographique;Code géographique;65176;Ferrières;CHAR;5
CODGEO;Code géographique;Code géographique;65177;Fontrailles;CHAR;5
CODGEO;Code géographique;Code géographique;65178;Fréchède;CHAR;5
CODGEO;Code géographique;Code géographique;65179;Fréchendets;CHAR;5
CODGEO;Code géographique;Code géographique;65180;Fréchet-Aure;CHAR;5
CODGEO;Code géographique;Code géographique;65181;Fréchou-Fréchet;CHAR;5
CODGEO;Code géographique;Code géographique;65182;Gaillagos;CHAR;5
CODGEO;Code géographique;Code géographique;65183;Galan;CHAR;5
CODGEO;Code géographique;Code géographique;65184;Galez;CHAR;5
CODGEO;Code géographique;Code géographique;65185;Gardères;CHAR;5
CODGEO;Code géographique;Code géographique;65186;Gaudent;CHAR;5
CODGEO;Code géographique;Code géographique;65187;Gaussan;CHAR;5
CODGEO;Code géographique;Code géographique;65189;Gayan;CHAR;5
CODGEO;Code géographique;Code géographique;65190;Gazave;CHAR;5
CODGEO;Code géographique;Code géographique;65191;Gazost;CHAR;5
CODGEO;Code géographique;Code géographique;65192;Gavarnie-Gèdre;CHAR;5
CODGEO;Code géographique;Code géographique;65193;Gembrie;CHAR;5
CODGEO;Code géographique;Code géographique;65194;Générest;CHAR;5
CODGEO;Code géographique;Code géographique;65195;Génos;CHAR;5
CODGEO;Code géographique;Code géographique;65196;Gensac;CHAR;5
CODGEO;Code géographique;Code géographique;65197;Ger;CHAR;5
CODGEO;Code géographique;Code géographique;65198;Gerde;CHAR;5
CODGEO;Code géographique;Code géographique;65199;Germ;CHAR;5
CODGEO;Code géographique;Code géographique;65200;Germs-sur-l'Oussouet;CHAR;5
CODGEO;Code géographique;Code géographique;65201;Geu;CHAR;5
CODGEO;Code géographique;Code géographique;65202;Gez;CHAR;5
CODGEO;Code géographique;Code géographique;65203;Gez-ez-Angles;CHAR;5
CODGEO;Code géographique;Code géographique;65204;Gonez;CHAR;5
CODGEO;Code géographique;Code géographique;65205;Gouaux;CHAR;5
CODGEO;Code géographique;Code géographique;65206;Goudon;CHAR;5
CODGEO;Code géographique;Code géographique;65207;Gourgue;CHAR;5
CODGEO;Code géographique;Code géographique;65208;Grailhen;CHAR;5
CODGEO;Code géographique;Code géographique;65209;Grézian;CHAR;5
CODGEO;Code géographique;Code géographique;65210;Grust;CHAR;5
CODGEO;Code géographique;Code géographique;65211;Guchan;CHAR;5
CODGEO;Code géographique;Code géographique;65212;Guchen;CHAR;5
CODGEO;Code géographique;Code géographique;65213;Guizerix;CHAR;5
CODGEO;Code géographique;Code géographique;65214;Hachan;CHAR;5
CODGEO;Code géographique;Code géographique;65215;Hagedet;CHAR;5
CODGEO;Code géographique;Code géographique;65216;Hauban;CHAR;5
CODGEO;Code géographique;Code géographique;65217;Hautaget;CHAR;5
CODGEO;Code géographique;Code géographique;65218;Hèches;CHAR;5
CODGEO;Code géographique;Code géographique;65219;Hères;CHAR;5
CODGEO;Code géographique;Code géographique;65220;Hibarette;CHAR;5
CODGEO;Code géographique;Code géographique;65221;Hiis;CHAR;5
CODGEO;Code géographique;Code géographique;65222;Hitte;CHAR;5
CODGEO;Code géographique;Code géographique;65223;Horgues;CHAR;5
CODGEO;Code géographique;Code géographique;65224;Houeydets;CHAR;5
CODGEO;Code géographique;Code géographique;65225;Hourc;CHAR;5
CODGEO;Code géographique;Code géographique;65226;Ibos;CHAR;5
CODGEO;Code géographique;Code géographique;65228;Ilhet;CHAR;5
CODGEO;Code géographique;Code géographique;65229;Ilheu;CHAR;5
CODGEO;Code géographique;Code géographique;65230;Izaourt;CHAR;5
CODGEO;Code géographique;Code géographique;65231;Izaux;CHAR;5
CODGEO;Code géographique;Code géographique;65232;Jacque;CHAR;5
CODGEO;Code géographique;Code géographique;65233;Jarret;CHAR;5
CODGEO;Code géographique;Code géographique;65234;Jézeau;CHAR;5
CODGEO;Code géographique;Code géographique;65235;Juillan;CHAR;5
CODGEO;Code géographique;Code géographique;65236;Julos;CHAR;5
CODGEO;Code géographique;Code géographique;65237;Juncalas;CHAR;5
CODGEO;Code géographique;Code géographique;65238;Labassère;CHAR;5
CODGEO;Code géographique;Code géographique;65239;Labastide;CHAR;5
CODGEO;Code géographique;Code géographique;65240;Labatut-Rivière;CHAR;5
CODGEO;Code géographique;Code géographique;65241;Laborde;CHAR;5
CODGEO;Code géographique;Code géographique;65242;Lacassagne;CHAR;5
CODGEO;Code géographique;Code géographique;65243;Lafitole;CHAR;5
CODGEO;Code géographique;Code géographique;65244;Lagarde;CHAR;5
CODGEO;Code géographique;Code géographique;65245;Lagrange;CHAR;5
CODGEO;Code géographique;Code géographique;65247;Arrayou-Lahitte;CHAR;5
CODGEO;Code géographique;Code géographique;65248;Lahitte-Toupière;CHAR;5
CODGEO;Code géographique;Code géographique;65249;Lalanne;CHAR;5
CODGEO;Code géographique;Code géographique;65250;Lalanne-Trie;CHAR;5
CODGEO;Code géographique;Code géographique;65251;Laloubère;CHAR;5
CODGEO;Code géographique;Code géographique;65252;Lamarque-Pontacq;CHAR;5
CODGEO;Code géographique;Code géographique;65253;Lamarque-Rustaing;CHAR;5
CODGEO;Code géographique;Code géographique;65254;Laméac;CHAR;5
CODGEO;Code géographique;Code géographique;65255;Lançon;CHAR;5
CODGEO;Code géographique;Code géographique;65256;Lanespède;CHAR;5
CODGEO;Code géographique;Code géographique;65257;Lanne;CHAR;5
CODGEO;Code géographique;Code géographique;65258;Lannemezan;CHAR;5
CODGEO;Code géographique;Code géographique;65259;Lansac;CHAR;5
CODGEO;Code géographique;Code géographique;65260;Lapeyre;CHAR;5
CODGEO;Code géographique;Code géographique;65261;Laran;CHAR;5
CODGEO;Code géographique;Code géographique;65262;Larreule;CHAR;5
CODGEO;Code géographique;Code géographique;65263;Larroque;CHAR;5
CODGEO;Code géographique;Code géographique;65264;Lascazères;CHAR;5
CODGEO;Code géographique;Code géographique;65265;Laslades;CHAR;5
CODGEO;Code géographique;Code géographique;65266;Lassales;CHAR;5
CODGEO;Code géographique;Code géographique;65267;Lau-Balagnas;CHAR;5
CODGEO;Code géographique;Code géographique;65268;Layrisse;CHAR;5
CODGEO;Code géographique;Code géographique;65269;Lescurry;CHAR;5
CODGEO;Code géographique;Code géographique;65270;Lespouey;CHAR;5
CODGEO;Code géographique;Code géographique;65271;Lézignan;CHAR;5
CODGEO;Code géographique;Code géographique;65272;Lhez;CHAR;5
CODGEO;Code géographique;Code géographique;65273;Liac;CHAR;5
CODGEO;Code géographique;Code géographique;65274;Libaros;CHAR;5
CODGEO;Code géographique;Code géographique;65275;Lies;CHAR;5
CODGEO;Code géographique;Code géographique;65276;Lizos;CHAR;5
CODGEO;Code géographique;Code géographique;65277;Lombrès;CHAR;5
CODGEO;Code géographique;Code géographique;65278;Lomné;CHAR;5
CODGEO;Code géographique;Code géographique;65279;Lortet;CHAR;5
CODGEO;Code géographique;Code géographique;65280;Loubajac;CHAR;5
CODGEO;Code géographique;Code géographique;65281;Loucrup;CHAR;5
CODGEO;Code géographique;Code géographique;65282;Loudenvielle;CHAR;5
CODGEO;Code géographique;Code géographique;65283;Loudervielle;CHAR;5
CODGEO;Code géographique;Code géographique;65284;Louey;CHAR;5
CODGEO;Code géographique;Code géographique;65285;Louit;CHAR;5
CODGEO;Code géographique;Code géographique;65286;Lourdes;CHAR;5
CODGEO;Code géographique;Code géographique;65287;Loures-Barousse;CHAR;5
CODGEO;Code géographique;Code géographique;65288;Lubret-Saint-Luc;CHAR;5
CODGEO;Code géographique;Code géographique;65289;Luby-Betmont;CHAR;5
CODGEO;Code géographique;Code géographique;65290;Luc;CHAR;5
CODGEO;Code géographique;Code géographique;65291;Lugagnan;CHAR;5
CODGEO;Code géographique;Code géographique;65292;Luquet;CHAR;5
CODGEO;Code géographique;Code géographique;65293;Lustar;CHAR;5
CODGEO;Code géographique;Code géographique;65294;Lutilhous;CHAR;5
CODGEO;Code géographique;Code géographique;65295;Luz-Saint-Sauveur;CHAR;5
CODGEO;Code géographique;Code géographique;65296;Madiran;CHAR;5
CODGEO;Code géographique;Code géographique;65297;Mansan;CHAR;5
CODGEO;Code géographique;Code géographique;65298;Marquerie;CHAR;5
CODGEO;Code géographique;Code géographique;65299;Marsac;CHAR;5
CODGEO;Code géographique;Code géographique;65300;Marsas;CHAR;5
CODGEO;Code géographique;Code géographique;65301;Marseillan;CHAR;5
CODGEO;Code géographique;Code géographique;65303;Mascaras;CHAR;5
CODGEO;Code géographique;Code géographique;65304;Maubourguet;CHAR;5
CODGEO;Code géographique;Code géographique;65305;Mauléon-Barousse;CHAR;5
CODGEO;Code géographique;Code géographique;65306;Mauvezin;CHAR;5
CODGEO;Code géographique;Code géographique;65307;Mazères-de-Neste;CHAR;5
CODGEO;Code géographique;Code géographique;65308;Mazerolles;CHAR;5
CODGEO;Code géographique;Code géographique;65309;Mazouau;CHAR;5
CODGEO;Code géographique;Code géographique;65310;Mérilheu;CHAR;5
CODGEO;Code géographique;Code géographique;65311;Mingot;CHAR;5
CODGEO;Code géographique;Code géographique;65313;Momères;CHAR;5
CODGEO;Code géographique;Code géographique;65314;Monfaucon;CHAR;5
CODGEO;Code géographique;Code géographique;65315;Monléon-Magnoac;CHAR;5
CODGEO;Code géographique;Code géographique;65316;Monlong;CHAR;5
CODGEO;Code géographique;Code géographique;65317;Mont;CHAR;5
CODGEO;Code géographique;Code géographique;65318;Montastruc;CHAR;5
CODGEO;Code géographique;Code géographique;65319;Montégut;CHAR;5
CODGEO;Code géographique;Code géographique;65320;Montgaillard;CHAR;5
CODGEO;Code géographique;Code géographique;65321;Montignac;CHAR;5
CODGEO;Code géographique;Code géographique;65322;Montoussé;CHAR;5
CODGEO;Code géographique;Code géographique;65323;Montsérié;CHAR;5
CODGEO;Code géographique;Code géographique;65324;Moulédous;CHAR;5
CODGEO;Code géographique;Code géographique;65325;Moumoulous;CHAR;5
CODGEO;Code géographique;Code géographique;65326;Mun;CHAR;5
CODGEO;Code géographique;Code géographique;65327;Nestier;CHAR;5
